id,latitude,longitude,track_id,time
70,-10.942713955268399,-37.048418462543005,1,2014-09-13 07:30:53
71,-10.9431659277627,-37.0478404749664,1,2014-09-13 07:30:59
72,-10.943627632306098,-37.0473842152565,1,2014-09-13 07:31:04
73,-10.944191871080802,-37.0469297081541,1,2014-09-13 07:31:09
74,-10.944888865867698,-37.0464590382433,1,2014-09-13 07:31:15
75,-10.9454369552429,-37.0461909219212,1,2014-09-13 07:31:21
76,-10.9456515766134,-37.0461198859602,1,2014-09-13 07:31:27
77,-10.9456515766134,-37.0461198859602,1,2014-09-13 07:31:33
78,-10.9456515766134,-37.0461198859602,1,2014-09-13 07:31:38
79,-10.9457544131546,-37.0461003641493,1,2014-09-13 07:31:44
80,-10.9460552569933,-37.0459846893752,1,2014-09-13 07:31:50
81,-10.9463325071577,-37.045877141709106,1,2014-09-13 07:31:56
82,-10.9467795711905,-37.0457245873062,1,2014-09-13 07:32:02
83,-10.9470511943627,-37.04568527901021,1,2014-09-13 07:32:07
84,-10.947085102834599,-37.0457684313181,1,2014-09-13 07:32:13
85,-10.9470853174565,-37.045782860655706,1,2014-09-13 07:32:19
86,-10.9470853174565,-37.045782860655706,1,2014-09-13 07:32:25
87,-10.9470853174565,-37.045782860655706,1,2014-09-13 07:32:31
88,-10.9470853174565,-37.045782860655706,1,2014-09-13 07:32:37
89,-10.9470853174565,-37.045782860655706,1,2014-09-13 07:32:42
90,-10.9470853174565,-37.045782860655706,1,2014-09-13 07:32:48
91,-10.939439419858902,-37.0624283811754,2,2014-09-13 13:37:54
92,-10.9394423216378,-37.062569922389,2,2014-09-13 13:37:59
93,-10.9394423216378,-37.062569922389,2,2014-09-13 13:38:05
94,-10.9394423216378,-37.062569922389,2,2014-09-13 13:38:11
95,-10.9389940189541,-37.0628040561796,2,2014-09-13 13:38:17
96,-10.9386031368379,-37.0629643381166,2,2014-09-13 13:38:22
97,-10.9383580704773,-37.0627897829822,2,2014-09-13 13:38:27
98,-10.9382929933406,-37.0623723921363,2,2014-09-13 13:38:32
99,-10.938544266670402,-37.0617623761861,2,2014-09-13 13:38:38
100,-10.938897645144598,-37.0610577138091,2,2014-09-13 13:38:44
101,-10.939286303702,-37.0603401348362,2,2014-09-13 13:38:50
102,-10.9395848167205,-37.0597757046112,2,2014-09-13 13:38:55
103,-10.939812585873801,-37.0593546545551,2,2014-09-13 13:39:00
104,-10.9400391217797,-37.05899440086029,2,2014-09-13 13:39:06
105,-10.940293745058598,-37.0589085526268,2,2014-09-13 13:39:11
106,-10.940445681141698,-37.058993242675704,2,2014-09-13 13:39:16
107,-10.940710193508801,-37.0592093307299,2,2014-09-13 13:39:21
108,-10.940914980560802,-37.0593807860186,2,2014-09-13 13:39:27
109,-10.9409218740574,-37.0593826224655,2,2014-09-13 13:39:33
110,-10.9411148943361,-37.0595581219005,2,2014-09-13 13:39:39
111,-10.941432326775999,-37.0598464342116,2,2014-09-13 13:39:44
112,-10.9418928712691,-37.060295261613,2,2014-09-13 13:39:50
113,-10.942346912585599,-37.0607462389275,2,2014-09-13 13:39:56
114,-10.9425803954512,-37.06096802329429,2,2014-09-13 13:40:01
115,-10.9426395313217,-37.061019455344,2,2014-09-13 13:40:07
116,-10.9426395313217,-37.061019455344,2,2014-09-13 13:40:13
117,-10.9426395313217,-37.061019455344,2,2014-09-13 13:40:18
118,-10.9426609697117,-37.06104170007679,2,2014-09-13 13:40:23
119,-10.942860966487,-37.0612328030135,2,2014-09-13 13:40:29
120,-10.943153046112,-37.0615523335932,2,2014-09-13 13:40:34
121,-10.943507652197098,-37.061921527729396,2,2014-09-13 13:40:39
122,-10.944101382613,-37.0621534000362,2,2014-09-13 13:40:45
123,-10.9446848104324,-37.0623046854073,2,2014-09-13 13:40:50
124,-10.945277594611401,-37.0625165384282,2,2014-09-13 13:40:55
125,-10.9459467284756,-37.062812711828705,2,2014-09-13 13:41:01
126,-10.946718593920698,-37.063088685173,2,2014-09-13 13:41:07
127,-10.947301574274098,-37.063353116612,2,2014-09-13 13:41:12
128,-10.947786443826098,-37.06381369134171,2,2014-09-13 13:41:17
129,-10.9484458652489,-37.0644578543958,2,2014-09-13 13:41:23
130,-10.9490483216518,-37.065008034857996,2,2014-09-13 13:41:28
131,-10.949794031982998,-37.0657111502789,2,2014-09-13 13:41:34
132,-10.9504375968955,-37.0663287864546,2,2014-09-13 13:41:39
133,-10.9510185932797,-37.0668716769588,2,2014-09-13 13:41:44
134,-10.951648011652901,-37.067249843744705,2,2014-09-13 13:41:50
135,-10.9519461678284,-37.067389942836,2,2014-09-13 13:41:55
136,-10.952456851914198,-37.0676607668382,2,2014-09-13 13:42:01
137,-10.953116922262199,-37.06801288663161,2,2014-09-13 13:42:07
138,-10.9537359657269,-37.068346468491,2,2014-09-13 13:42:12
139,-10.954256429728902,-37.068619061186105,2,2014-09-13 13:42:17
140,-10.9545603667325,-37.068769043917705,2,2014-09-13 13:42:23
141,-10.9551056026228,-37.0690663435052,2,2014-09-13 13:42:29
142,-10.955718365536198,-37.0693744433104,2,2014-09-13 13:42:34
143,-10.956459983680698,-37.069515163854604,2,2014-09-13 13:42:39
144,-10.9572254865313,-37.0694596750529,2,2014-09-13 13:42:44
145,-10.9582645013042,-37.0693734739662,2,2014-09-13 13:42:50
146,-10.9592670047711,-37.069300384602705,2,2014-09-13 13:42:55
147,-10.960334032628902,-37.069247490638,2,2014-09-13 13:43:00
148,-10.9616459030409,-37.069178997781,2,2014-09-13 13:43:06
149,-10.9627094050316,-37.0691043829326,2,2014-09-13 13:43:11
150,-10.963973191250698,-37.0690349745941,2,2014-09-13 13:43:17
151,-10.9649785320979,-37.06897429001079,2,2014-09-13 13:43:23
152,-10.9656844000839,-37.06850669225,2,2014-09-13 13:43:29
153,-10.965920444671399,-37.0676889838326,2,2014-09-13 13:43:34
154,-10.9661080889898,-37.066886307788,2,2014-09-13 13:43:39
155,-10.9663018114565,-37.066008452523896,2,2014-09-13 13:43:45
156,-10.966467211295303,-37.0653403308881,2,2014-09-13 13:43:50
157,-10.966982125521,-37.0649914667687,2,2014-09-13 13:43:56
158,-10.9676419823474,-37.065284249749105,2,2014-09-13 13:44:02
159,-10.9681432651831,-37.0655749420639,2,2014-09-13 13:44:07
160,-10.968718604818099,-37.0659983158624,2,2014-09-13 13:44:13
161,-10.9692736851925,-37.0664603048909,2,2014-09-13 13:44:19
162,-10.969452043316199,-37.066601180236795,2,2014-09-13 13:44:24
163,-10.969597536902599,-37.0667169062406,2,2014-09-13 13:44:30
164,-10.9698527543158,-37.066936702131706,2,2014-09-13 13:44:36
165,-10.970169469203999,-37.0671957013014,2,2014-09-13 13:44:41
166,-10.9704145056795,-37.067398955338895,2,2014-09-13 13:44:46
167,-10.970482338845198,-37.0673537914919,2,2014-09-13 13:44:51
168,-10.9703248352321,-37.0671533742236,2,2014-09-13 13:44:57
169,-10.970203085515001,-37.0670472630756,2,2014-09-13 13:45:02
170,-10.970240757595999,-37.066872997915205,2,2014-09-13 13:45:07
171,-10.9704639124286,-37.0665993955823,2,2014-09-13 13:45:13
172,-10.9707427246894,-37.0663210749768,2,2014-09-13 13:45:19
173,-10.9710545051758,-37.0664765576293,2,2014-09-13 13:45:25
174,-10.9714066851739,-37.0667788492814,2,2014-09-13 13:45:30
175,-10.971868273977,-37.0671774817216,2,2014-09-13 13:45:36
176,-10.9720195093279,-37.0673255290329,2,2014-09-13 13:45:41
177,-10.9721535787811,-37.0674431150355,2,2014-09-13 13:45:46
178,-10.9723853980217,-37.067618532036796,2,2014-09-13 13:45:52
179,-10.9725870409604,-37.067777183972204,2,2014-09-13 13:45:58
180,-10.972866707140998,-37.0679989983138,2,2014-09-13 13:46:03
181,-10.973181962894499,-37.0682447143624,2,2014-09-13 13:46:08
182,-10.973290078518698,-37.0683559559915,2,2014-09-13 13:46:13
183,-10.9733139585351,-37.0683913004652,2,2014-09-13 13:46:18
184,-10.9733139585351,-37.0683913004652,2,2014-09-13 13:46:24
185,-10.973406249997801,-37.0684817571867,2,2014-09-13 13:46:29
186,-10.973555178647,-37.0685784298369,2,2014-09-13 13:46:34
187,-10.9738802641552,-37.0688123792686,2,2014-09-13 13:46:40
188,-10.9740912270299,-37.0689424370995,2,2014-09-13 13:46:45
189,-10.9741847406868,-37.0688614803445,2,2014-09-13 13:46:51
190,-10.9742859284246,-37.068722204349605,2,2014-09-13 13:46:57
191,-10.974362948020001,-37.0686312178265,2,2014-09-13 13:47:03
192,-10.9744222329266,-37.06855981698779,2,2014-09-13 13:47:08
193,-10.974479973688199,-37.068489688182,2,2014-09-13 13:47:14
194,-10.9745460732324,-37.0684142251994,2,2014-09-13 13:47:19
195,-10.9746733426089,-37.06824214942429,2,2014-09-13 13:47:24
196,-10.9747969421715,-37.0680676405789,2,2014-09-13 13:47:29
197,-10.974878194683301,-37.0679855940568,2,2014-09-13 13:47:34
198,-10.974943342214502,-37.0679097230187,2,2014-09-13 13:47:40
199,-10.974943342214502,-37.0679097230187,2,2014-09-13 13:47:45
200,-10.974961548192699,-37.0678894370718,2,2014-09-13 13:47:50
201,-10.974961548192699,-37.0678894370718,2,2014-09-13 13:47:56
202,-10.974961548192699,-37.0678894370718,2,2014-09-13 13:48:01
203,-10.974961548192699,-37.0678894370718,2,2014-09-13 13:48:07
204,-10.90316197,-37.04829366,3,2014-09-17 05:09:23
205,-10.90350528,-37.04826179,3,2014-09-17 05:09:34
206,-10.9044166,-37.048209,3,2014-09-17 05:09:44
207,-10.90566667,-37.04826027,3,2014-09-17 05:09:55
208,-10.90665436,-37.04823489,3,2014-09-17 05:10:05
209,-10.90688271,-37.04826517,3,2014-09-17 05:10:16
210,-10.90698404,-37.04826304,3,2014-09-17 05:10:27
211,-10.90744522,-37.04817327,3,2014-09-17 05:10:37
212,-10.90775002,-37.04812751,3,2014-09-17 05:10:48
213,-10.90814574,-37.04811577,3,2014-09-17 05:10:58
214,-10.90856335,-37.04811518,3,2014-09-17 05:11:09
215,-10.90880862,-37.04837897,3,2014-09-17 05:11:19
216,-10.90884032,-37.04909024,3,2014-09-17 05:11:29
217,-10.90888622,-37.04957044,3,2014-09-17 05:11:40
218,-10.90888783,-37.04970444,3,2014-09-17 05:11:51
219,-10.90889749,-37.04971122,3,2014-09-17 05:12:02
220,-10.90889728,-37.04971129,3,2014-09-17 05:12:12
221,-10.90889585,-37.04971152,3,2014-09-17 05:12:23
222,-10.90889388,-37.04971141,3,2014-09-17 05:12:34
223,-10.90889255,-37.04971138,3,2014-09-17 05:12:45
224,-10.90889197,-37.04971162,3,2014-09-17 05:12:55
225,-10.90888499,-37.04983142,3,2014-09-17 05:13:06
226,-10.90887499,-37.05050216,3,2014-09-17 05:13:17
227,-10.90889296,-37.05237154,4,2014-09-17 05:09:23
228,-10.90904785,-37.05260632,4,2014-09-17 05:09:34
229,-10.90973536,-37.05266121,4,2014-09-17 05:09:44
230,-10.91010518,-37.05261827,4,2014-09-17 05:09:55
231,-10.91000414,-37.05256681,4,2014-09-17 05:10:05
232,-10.91048646,-37.05260013,4,2014-09-17 05:10:16
233,-10.91135943,-37.05269498,4,2014-09-17 05:10:27
234,-10.91229152,-37.05277322,4,2014-09-17 05:10:37
235,-10.91342033,-37.05270886,4,2014-09-17 05:10:48
236,-10.91431659,-37.05278532,4,2014-09-17 05:10:58
237,-10.91506897,-37.05266128,4,2014-09-17 05:11:09
238,-10.91544909,-37.05242861,4,2014-09-17 05:11:19
239,-10.91593664,-37.05267365,4,2014-09-17 05:11:29
240,-10.91667623,-37.05265982,4,2014-09-17 05:11:40
241,-10.91748816,-37.05281022,4,2014-09-17 05:11:51
242,-10.91801454,-37.05269153,4,2014-09-17 05:12:02
243,-10.91787201,-37.05279041,4,2014-09-17 05:12:12
244,-10.91785134,-37.05282591,4,2014-09-17 05:12:23
245,-10.91792023,-37.052902,4,2014-09-17 05:12:34
246,-10.91837675,-37.05296211,4,2014-09-17 05:12:45
247,-10.91850017,-37.0533763,4,2014-09-17 05:12:55
248,-10.91849212,-37.05358395,4,2014-09-17 05:13:06
249,-10.91849799,-37.05357595,4,2014-09-17 05:13:17
250,-10.9184368,-37.05413224,4,2014-09-17 05:17:13
251,-10.91850316,-37.05443409,4,2014-09-17 05:17:24
252,-10.91850858,-37.05446375,4,2014-09-17 05:17:35
253,-10.9185052,-37.05446315,4,2014-09-17 05:17:45
254,-10.91839066,-37.05517003,4,2014-09-17 05:17:56
255,-10.91841456,-37.05612296,4,2014-09-17 05:18:07
256,-10.918502400000001,-37.05687158,4,2014-09-17 05:18:18
257,-10.9181955,-37.05773603,4,2014-09-17 05:18:29
258,-10.91861413,-37.05873733,4,2014-09-17 05:18:40
259,-10.91855651,-37.05895014,4,2014-09-17 05:18:50
260,-10.91835643,-37.05889317,4,2014-09-17 05:19:00
261,-10.91854341,-37.05965251,4,2014-09-17 05:19:14
262,-10.91848843,-37.06081932,4,2014-09-17 05:19:25
263,-10.91843979,-37.06219825,4,2014-09-17 05:19:35
264,-10.91841746,-37.06266105,4,2014-09-17 05:19:46
265,-10.91837862,-37.06279615,4,2014-09-17 05:19:57
266,-10.91831496,-37.06300964,4,2014-09-17 05:20:07
267,-10.9183473,-37.06299321,4,2014-09-17 05:20:17
268,-10.91837899,-37.06298774,4,2014-09-17 05:20:27
269,-10.91837791,-37.06298758,4,2014-09-17 05:20:38
270,-10.918378,-37.06298698,4,2014-09-17 05:20:49
271,-10.91837822,-37.06298652,4,2014-09-17 05:21:00
272,-10.91841453,-37.06321011,4,2014-09-17 05:21:11
273,-10.91847828,-37.06394916,4,2014-09-17 05:21:22
274,-10.91861829,-37.06397188,4,2014-09-17 05:21:33
275,-10.91861297,-37.06398652,4,2014-09-17 05:21:44
276,-10.91861178,-37.06398627,4,2014-09-17 05:21:55
277,-10.91861355,-37.06398464,4,2014-09-17 05:22:05
278,-10.91861037,-37.06398528,4,2014-09-17 05:22:15
279,-10.91861033,-37.06398535,4,2014-09-17 05:22:26
280,-10.91861101,-37.06398616,4,2014-09-17 05:23:24
281,-10.91861229,-37.06398567,4,2014-09-17 05:23:35
282,-10.91861452,-37.06398519,4,2014-09-17 05:23:45
283,-10.91852107,-37.06433786,4,2014-09-17 05:23:56
284,-10.91854463,-37.06535452,4,2014-09-17 05:24:07
285,-10.91862404,-37.06630359,4,2014-09-17 05:24:18
286,-10.91879595,-37.06735107,4,2014-09-17 05:24:29
287,-10.91863274,-37.06821768,4,2014-09-17 05:24:40
288,-10.91867692,-37.06827064,4,2014-09-17 05:24:51
289,-10.91864985,-37.06846654,4,2014-09-17 05:25:01
290,-10.91861474,-37.06844821,4,2014-09-17 05:25:12
291,-10.91861158,-37.06845233,4,2014-09-17 05:25:23
292,-10.91861335,-37.06844958,4,2014-09-17 05:25:34
293,-10.91863853,-37.06863415,4,2014-09-17 05:25:45
294,-10.91866434,-37.06936379,4,2014-09-17 05:25:55
295,-10.91857642,-37.06997517,4,2014-09-17 05:26:05
296,-10.91855849,-37.07080263,4,2014-09-17 05:26:15
297,-10.91839213,-37.07178178,4,2014-09-17 05:26:26
298,-10.91835998,-37.07254682,4,2014-09-17 05:26:36
299,-10.91817896,-37.07257863,4,2014-09-17 05:26:46
300,-10.91805938,-37.07302097,4,2014-09-17 05:26:57
301,-10.91824085,-37.07327488,4,2014-09-17 05:27:07
302,-10.91825536,-37.07351718,4,2014-09-17 05:27:18
303,-10.9182579,-37.07365122,4,2014-09-17 05:27:29
304,-10.91824237,-37.07365167,4,2014-09-17 05:27:39
305,-10.91824648,-37.07364797,4,2014-09-17 05:27:50
306,-10.9182473,-37.07364716,4,2014-09-17 05:28:00
307,-10.91824587,-37.07364717,4,2014-09-17 05:28:11
308,-10.9182463,-37.07364646,4,2014-09-17 05:28:21
309,-10.91824667,-37.07364626,4,2014-09-17 05:28:31
310,-10.91824711,-37.07364598,4,2014-09-17 05:28:41
311,-10.91829794,-37.07417675,4,2014-09-17 05:28:52
312,-10.91832389,-37.07471123,4,2014-09-17 05:29:02
313,-10.91834816,-37.07553953,4,2014-09-17 05:29:12
314,-10.91838258,-37.07596903,4,2014-09-17 05:29:23
315,-10.91830836,-37.076009,4,2014-09-17 05:29:34
316,-10.91831556,-37.07602092,4,2014-09-17 05:29:44
317,-10.91835704,-37.07625065,4,2014-09-17 05:29:55
318,-10.91840705,-37.07718778,4,2014-09-17 05:30:06
319,-10.91836099,-37.07770235,4,2014-09-17 05:30:16
320,-10.91843053,-37.07811014,4,2014-09-17 05:30:26
321,-10.91859487,-37.07820678,4,2014-09-17 05:30:37
322,-10.91832849,-37.07835976,4,2014-09-17 05:30:47
323,-10.91841839,-37.07871173,4,2014-09-17 05:30:57
324,-10.91858561,-37.07912875,4,2014-09-17 05:31:07
325,-10.91853693,-37.08029196,4,2014-09-17 05:31:17
326,-10.91847022,-37.08132272,4,2014-09-17 05:31:28
327,-10.91864122,-37.08232053,4,2014-09-17 05:31:39
328,-10.91878421,-37.08390708,4,2014-09-17 05:31:49
329,-10.91902161,-37.08549171,4,2014-09-17 05:31:59
330,-10.91957646,-37.08678353,4,2014-09-17 05:32:10
331,-10.91990603,-37.08762652,4,2014-09-17 05:32:20
332,-10.92011327,-37.08811781,4,2014-09-17 05:32:30
333,-10.92026249,-37.08852046,4,2014-09-17 05:32:41
334,-10.92027593,-37.08896067,4,2014-09-17 05:32:52
335,-10.92028812,-37.08971096,4,2014-09-17 05:33:03
336,-10.92086275,-37.09022295,4,2014-09-17 05:33:13
337,-10.92119806,-37.09125864,4,2014-09-17 05:33:23
338,-10.92158668,-37.09245244,4,2014-09-17 05:33:34
339,-10.9219998,-37.09341251,4,2014-09-17 05:33:44
340,-10.92227813,-37.09389165,4,2014-09-17 05:33:54
341,-10.92251669,-37.09491899,4,2014-09-17 05:34:05
342,-10.9227356,-37.09633969,4,2014-09-17 05:34:15
343,-10.92225014,-37.09771002,4,2014-09-17 05:34:26
344,-10.92184819,-37.09906076,4,2014-09-17 05:34:37
345,-10.92144139,-37.09987985,4,2014-09-17 05:34:47
346,-10.92144481,-37.09995651,4,2014-09-17 05:34:58
347,-10.92130557,-37.10039003,4,2014-09-17 05:35:09
348,-10.92115916,-37.1016734,4,2014-09-17 05:35:20
349,-10.92137987,-37.10308411,4,2014-09-17 05:35:31
350,-10.92125626,-37.10455606,4,2014-09-17 05:35:41
351,-10.92161594,-37.10520467,4,2014-09-17 05:35:52
352,-10.92292039,-37.10514096,4,2014-09-17 05:36:03
353,-10.92374638,-37.10509667,4,2014-09-17 05:36:14
354,-10.92379817,-37.10503713,4,2014-09-17 05:36:24
355,-10.92420939,-37.10468552,4,2014-09-17 05:36:34
564,-10.943777190710799,-37.052344205956004,8,2014-09-26 15:26:53
565,-10.9438011337017,-37.0524368900133,8,2014-09-26 15:26:57
566,-10.9438011337017,-37.0524368900133,8,2014-09-26 15:27:03
567,-10.9438011337017,-37.0524368900133,8,2014-09-26 15:27:08
568,-10.943897473303199,-37.0527193316049,8,2014-09-26 15:27:14
569,-10.9439140119446,-37.052780135766504,8,2014-09-26 15:27:19
570,-10.943910549651001,-37.0527958234474,8,2014-09-26 15:27:25
571,-10.9439100238483,-37.052775095223296,8,2014-09-26 15:27:31
572,-10.943905683932499,-37.052764746456106,8,2014-09-26 15:27:36
573,-10.943891477207902,-37.052754024181795,8,2014-09-26 15:27:42
574,-10.9438850610407,-37.052728631157706,8,2014-09-26 15:27:48
575,-10.9438862537621,-37.0527222394635,8,2014-09-26 15:27:53
576,-10.943892893527998,-37.0527400477485,8,2014-09-26 15:27:59
577,-10.9439352657004,-37.052591642547604,8,2014-09-26 15:28:04
578,-10.9440109972635,-37.0522557221532,8,2014-09-26 15:28:09
579,-10.9441445685128,-37.051851489537505,8,2014-09-26 15:28:15
580,-10.944311718814301,-37.0514325008716,8,2014-09-26 15:28:21
581,-10.944910927413302,-37.0511532929596,8,2014-09-26 15:28:26
582,-10.945622364244098,-37.051138339749606,8,2014-09-26 15:28:31
583,-10.946398023746701,-37.0511117866236,8,2014-09-26 15:28:37
584,-10.93485197,-37.11437566,10,2014-09-27 08:58:22
585,-10.93492009,-37.1143571,10,2014-09-27 08:58:27
586,-10.93490567,-37.11436008,10,2014-09-27 08:58:32
587,-10.9045158,-37.0607683,11,2014-09-28 17:19:22
588,-10.9048774,-37.06090220000001,11,2014-09-28 17:19:45
589,-10.9069758,-37.0617381,11,2014-09-28 17:20:09
590,-10.907413900000002,-37.0617585,11,2014-09-28 17:20:28
591,-10.90991479,-37.06368091,11,2014-09-28 17:20:47
592,-10.91037043,-37.0638204,11,2014-09-28 17:20:53
593,-10.91039719,-37.06384897,11,2014-09-28 17:20:58
594,-10.91038495,-37.06386146,11,2014-09-28 17:21:03
595,-10.910457199999998,-37.063681700000004,11,2014-09-28 17:21:09
596,-10.91038424,-37.06386212,11,2014-09-28 17:21:14
597,-10.91038458,-37.06386257,11,2014-09-28 17:21:19
598,-10.91038564,-37.06386298,11,2014-09-28 17:21:24
599,-10.91038319,-37.06385827,11,2014-09-28 17:21:30
600,-10.91037654,-37.06385919,11,2014-09-28 17:21:36
601,-10.91037567,-37.06385283,11,2014-09-28 17:21:41
602,-10.91037424,-37.06384896,11,2014-09-28 17:21:46
603,-10.91037301,-37.06384548,11,2014-09-28 17:21:51
604,-10.91037321,-37.06384589,11,2014-09-28 17:21:56
605,-10.91037311,-37.06384677,11,2014-09-28 17:22:03
606,-10.910262,-37.0636226,11,2014-09-28 17:22:08
607,-10.9105103,-37.06415119,11,2014-09-28 17:22:13
608,-10.91037788,-37.06479622,11,2014-09-28 17:22:19
609,-10.91038532,-37.06537071,11,2014-09-28 17:22:24
610,-10.910472500000001,-37.0649185,11,2014-09-28 17:22:29
611,-10.9104264,-37.06620457,11,2014-09-28 17:22:35
612,-10.91040452,-37.06645781,11,2014-09-28 17:22:41
613,-10.91038959,-37.06645684,11,2014-09-28 17:22:46
614,-10.91043627,-37.06645663,11,2014-09-28 17:22:52
615,-10.91044507,-37.06629409,11,2014-09-28 17:22:58
616,-10.91042012,-37.06624318,11,2014-09-28 17:23:04
617,-10.91038071,-37.06631469,11,2014-09-28 17:23:09
618,-10.91039497,-37.06640927,11,2014-09-28 17:23:15
619,-10.91041107,-37.06643778,11,2014-09-28 17:23:20
620,-10.91040914,-37.06642076,11,2014-09-28 17:23:26
621,-10.91039895,-37.06646988,11,2014-09-28 17:23:32
622,-10.91039716,-37.06647979,11,2014-09-28 17:23:38
623,-10.91041009,-37.06653662,11,2014-09-28 17:23:43
624,-10.91043595,-37.06646358,11,2014-09-28 17:23:49
625,-10.91044148,-37.06646283,11,2014-09-28 17:23:54
626,-10.91043338,-37.06648619,11,2014-09-28 17:23:59
627,-10.91033576,-37.06699685,11,2014-09-28 17:24:05
628,-10.91027397,-37.06750909,11,2014-09-28 17:24:10
629,-10.91024523,-37.06806038,11,2014-09-28 17:24:16
630,-10.91004311,-37.06880422,11,2014-09-28 17:24:21
